cohort_id,concept_set_id,database_id,concept_id,concept_count,concept_subjects
135,44,449523062,4270024,1737920,250190
135,44,449523062,45766114,4374,1737
135,44,449523062,45766241,18023,6549
135,45,449523062,1569130,-5,-5
135,45,449523062,1569131,-5,-5
135,45,449523062,45605781,18023,6549
135,46,449523062,1389593,-5,-5
135,46,449523062,35225418,1212267,312278
135,46,449523062,37201936,81,66
135,46,449523062,37201937,54609,22367
135,46,449523062,37201938,1591,723
135,46,449523062,37201939,547,258
135,46,449523062,44816483,-5,-5
135,46,449523062,44816484,-5,-5
135,46,449523062,44836656,137707,69122
135,46,449523062,45585890,389755,120532
135,47,449523062,704057,1004699,663094
135,47,449523062,763903,17301,16529
135,47,449523062,800973,333,330
135,47,449523062,801189,95,94
135,47,449523062,801191,376,92
135,47,449523062,801193,560,549
135,47,449523062,801194,17,17
135,47,449523062,915647,460,285
135,47,449523062,915648,-5,-5
135,47,449523062,915762,474,399
135,47,449523062,944955,1580,1517
135,47,449523062,1126226,60,20
135,47,449523062,1126454,25,14
135,47,449523062,1314440,-5,-5
135,47,449523062,1314486,-5,-5
135,47,449523062,1389759,4216,1398
135,47,449523062,1389760,694,353
135,47,449523062,1389761,7232,2187
135,47,449523062,1389762,1586,819
135,47,449523062,2101823,120308,55672
135,47,449523062,2101933,1178,1005
135,47,449523062,2106371,5,5
135,47,449523062,2106382,-5,-5
135,47,449523062,2106622,3384,2136
135,47,449523062,2108583,178,119
135,47,449523062,2108838,727,669
135,47,449523062,2108841,22,21
135,47,449523062,2110236,7393,7163
135,47,449523062,2110361,307,281
135,47,449523062,2110924,77,69
135,47,449523062,2110925,29,28
135,47,449523062,2111099,5023,3048
135,47,449523062,2213532,-5,-5
135,47,449523062,2213533,14,8
135,47,449523062,2213534,15,5
135,47,449523062,2213536,-5,-5
135,47,449523062,2213537,-5,-5
135,47,449523062,2213538,1086,648
135,47,449523062,2213539,8,7
135,47,449523062,2213540,5,-5
135,47,449523062,2213541,22,17
135,47,449523062,2213542,219,7
135,47,449523062,2213543,138,7
135,47,449523062,2213558,4495,2474
135,47,449523062,2514400,1204652,951508
135,47,449523062,2514404,1056189,746422
135,47,449523062,2514405,3627656,1828246
135,47,449523062,2514406,6169638,2417594
135,47,449523062,2514407,4096307,1196355
135,47,449523062,2514408,21163644,2588436
135,47,449523062,2514409,14136945,2043935
135,47,449523062,2514413,2337185,1781942
135,47,449523062,2514414,3401525,1956842
135,47,449523062,2514555,592818,581416
135,47,449523062,2514556,3348,3080
135,47,449523062,2514557,399544,302953
135,47,449523062,2514558,43789,42771
135,47,449523062,2514570,49563,6057
135,47,449523062,2514571,446180,39047
135,47,449523062,2514572,348022,55626
135,47,449523062,2617342,31933,11859
135,47,449523062,2617460,15569,15323
135,47,449523062,2618104,600918,15271
135,47,449523062,2618105,48034,4337
135,47,449523062,2618106,476,204
135,47,449523062,2618111,1215,176
135,47,449523062,2618112,244,67
135,47,449523062,2618113,14647,2709
135,47,449523062,2618114,621089,29274
135,47,449523062,2618115,9027,1223
135,47,449523062,2618116,7489,792
135,47,449523062,2618117,56310,6506
135,47,449523062,2618119,3258724,18099
135,47,449523062,2618149,4759,1836
135,47,449523062,2720559,330005,69198
135,47,449523062,2720560,554673,102948
135,47,449523062,2721013,331920,18046
135,47,449523062,2721015,1065,916
135,47,449523062,2721016,1423,1257
135,47,449523062,2721125,51,40
135,47,449523062,2721563,2021,473
135,47,449523062,2721641,3358839,21375
135,47,449523062,2721642,24445,708
135,47,449523062,4140136,3967,3538
135,47,449523062,4148497,47170,37128
135,47,449523062,4148981,679248,551578
135,47,449523062,4149127,1057275,757416
135,47,449523062,4149943,160629,138877
135,47,449523062,4225556,6306,4839
135,47,449523062,4295146,764,590
135,47,449523062,4305366,74451,67528
135,47,449523062,35224763,10,10
135,47,449523062,35224764,66,34
135,47,449523062,35224765,30,17
135,47,449523062,35224766,27,21
135,47,449523062,35224767,44,17
135,47,449523062,36713074,292167,111095
135,47,449523062,36713465,83,50
135,47,449523062,36713466,2295,1033
135,47,449523062,37201096,2716,1475
135,47,449523062,37201097,526,227
135,47,449523062,37201101,386,178
135,47,449523062,37201102,425,131
135,47,449523062,37201106,2105,733
135,47,449523062,37201107,1364,475
135,47,449523062,37201111,130,49
135,47,449523062,37201112,162,42
135,47,449523062,38003097,6853,3935
135,47,449523062,38003105,658062,538028
135,47,449523062,38003106,74451,67528
135,47,449523062,38003107,91635,78938
135,47,449523062,38003108,47170,37128
135,47,449523062,38003109,6306,4839
135,47,449523062,38003110,1057275,757416
135,47,449523062,38003111,3967,3538
135,47,449523062,38003112,17301,16529
135,47,449523062,38003113,21186,17393
135,47,449523062,38003380,3389,166
135,47,449523062,38003530,4919,4017
135,47,449523062,40217289,10,6
135,47,449523062,40481392,91635,78938
135,47,449523062,40482735,1039,558
135,47,449523062,40483101,1421,495
135,47,449523062,40483126,1394,364
135,47,449523062,40483521,158230,49584
135,47,449523062,40663853,1580,1517
135,47,449523062,40664882,167,143
135,47,449523062,42539267,156,78
135,47,449523062,42628190,13,12
135,47,449523062,42739011,-5,-5
135,47,449523062,42739013,-5,-5
135,47,449523062,42739014,-5,-5
135,47,449523062,42739550,6484,1162
135,47,449523062,42739551,1279,475
135,47,449523062,42739633,4353,1351
135,47,449523062,42740998,-5,-5
135,47,449523062,43533339,118116,78507
135,47,449523062,43533357,24,24
135,47,449523062,43533364,705,558
135,47,449523062,44786514,51,46
135,47,449523062,44820415,-5,-5
135,47,449523062,44820416,6,-5
135,47,449523062,44820418,-5,-5
135,47,449523062,44821536,61,15
135,47,449523062,44821540,550,231
135,47,449523062,44822689,1037,133
135,47,449523062,44822691,-5,-5
135,47,449523062,44823818,34,16
135,47,449523062,44823819,14,9
135,47,449523062,44823820,86,16
135,47,449523062,44824998,2295,1033
135,47,449523062,44824999,-5,-5
135,47,449523062,44825000,520,232
135,47,449523062,44825001,156,78
135,47,449523062,44825039,39,17
135,47,449523062,44826183,158230,49584
135,47,449523062,44826185,1421,495
135,47,449523062,44827347,21155,3695
135,47,449523062,44828529,6675,1477
135,47,449523062,44828532,144,21
135,47,449523062,44829629,1036,557
135,47,449523062,44829630,41,10
135,47,449523062,44830777,69,25
135,47,449523062,44830780,14,7
135,47,449523062,44831935,-5,-5
135,47,449523062,44831938,-5,-5
135,47,449523062,44833089,292167,111095
135,47,449523062,44834266,-5,-5
135,47,449523062,44834267,258,53
135,47,449523062,44835459,83,50
135,47,449523062,44837806,1137,427
135,47,449523062,44837810,15,9
135,47,449523062,45534446,547,301
135,47,449523062,45534448,315,176
135,47,449523062,45539333,2090,1087
135,47,449523062,45539334,1870,850
135,47,449523062,45539336,199,78
135,47,449523062,45544141,76,31
135,47,449523062,45544142,979,474
135,47,449523062,45544143,103,57
135,47,449523062,45544144,120,47
135,47,449523062,45548967,82,39
135,47,449523062,45553731,1080,542
135,47,449523062,45553733,25,8
135,47,449523062,45563303,52,21
135,47,449523062,45568129,4680,2719
135,47,449523062,45568130,1185,614
135,47,449523062,45577794,125,37
135,47,449523062,45582705,1112,550
135,47,449523062,45587512,410,217
135,47,449523062,45587516,1405,613
135,47,449523062,45587517,276,161
135,47,449523062,45592418,110,63
135,47,449523062,45597180,751,393
135,47,449523062,45597182,585,317
135,47,449523062,45597184,531,312
135,47,449523062,45602021,2696,1326
135,47,449523062,45602022,1195,606
135,47,449523062,45602027,4937,2880
135,47,449523062,45606807,3407,1633
135,47,449523062,45606809,955,500
135,47,449523062,45606810,3204,1891
135,47,449523062,45890698,-5,-5
135,48,449523062,801209,-5,-5
135,48,449523062,2000007,-5,-5
135,48,449523062,2106185,-5,-5
135,48,449523062,42628001,21855,14738
144,44,449523062,4270024,1737920,250190
144,44,449523062,45766114,4374,1737
144,44,449523062,45766241,18023,6549
144,45,449523062,1569130,-5,-5
144,45,449523062,1569131,-5,-5
144,45,449523062,45605781,18023,6549
144,46,449523062,1389593,-5,-5
144,46,449523062,35225418,1212267,312278
144,46,449523062,37201936,81,66
144,46,449523062,37201937,54609,22367
144,46,449523062,37201938,1591,723
144,46,449523062,37201939,547,258
144,46,449523062,44816483,-5,-5
144,46,449523062,44816484,-5,-5
144,46,449523062,44836656,137707,69122
144,46,449523062,45585890,389755,120532
144,47,449523062,704057,1004699,663094
144,47,449523062,763903,17301,16529
144,47,449523062,800973,333,330
144,47,449523062,801189,95,94
144,47,449523062,801191,376,92
144,47,449523062,801193,560,549
144,47,449523062,801194,17,17
144,47,449523062,915647,460,285
144,47,449523062,915648,-5,-5
144,47,449523062,915762,474,399
144,47,449523062,944955,1580,1517
144,47,449523062,1126226,60,20
144,47,449523062,1126454,25,14
144,47,449523062,1314440,-5,-5
144,47,449523062,1314486,-5,-5
144,47,449523062,1389759,4216,1398
144,47,449523062,1389760,694,353
144,47,449523062,1389761,7232,2187
144,47,449523062,1389762,1586,819
144,47,449523062,2101823,120308,55672
144,47,449523062,2101933,1178,1005
144,47,449523062,2106371,5,5
144,47,449523062,2106382,-5,-5
144,47,449523062,2106622,3384,2136
144,47,449523062,2108583,178,119
144,47,449523062,2108838,727,669
144,47,449523062,2108841,22,21
144,47,449523062,2110236,7393,7163
144,47,449523062,2110361,307,281
144,47,449523062,2110924,77,69
144,47,449523062,2110925,29,28
144,47,449523062,2111099,5023,3048
144,47,449523062,2213532,-5,-5
144,47,449523062,2213533,14,8
144,47,449523062,2213534,15,5
144,47,449523062,2213536,-5,-5
144,47,449523062,2213537,-5,-5
144,47,449523062,2213538,1086,648
144,47,449523062,2213539,8,7
144,47,449523062,2213540,5,-5
144,47,449523062,2213541,22,17
144,47,449523062,2213542,219,7
144,47,449523062,2213543,138,7
144,47,449523062,2213558,4495,2474
144,47,449523062,2514400,1204652,951508
144,47,449523062,2514404,1056189,746422
144,47,449523062,2514405,3627656,1828246
144,47,449523062,2514406,6169638,2417594
144,47,449523062,2514407,4096307,1196355
144,47,449523062,2514408,21163644,2588436
144,47,449523062,2514409,14136945,2043935
144,47,449523062,2514413,2337185,1781942
144,47,449523062,2514414,3401525,1956842
144,47,449523062,2514555,592818,581416
144,47,449523062,2514556,3348,3080
144,47,449523062,2514557,399544,302953
144,47,449523062,2514558,43789,42771
144,47,449523062,2514570,49563,6057
144,47,449523062,2514571,446180,39047
144,47,449523062,2514572,348022,55626
144,47,449523062,2617342,31933,11859
144,47,449523062,2617460,15569,15323
144,47,449523062,2618104,600918,15271
144,47,449523062,2618105,48034,4337
144,47,449523062,2618106,476,204
144,47,449523062,2618111,1215,176
144,47,449523062,2618112,244,67
144,47,449523062,2618113,14647,2709
144,47,449523062,2618114,621089,29274
144,47,449523062,2618115,9027,1223
144,47,449523062,2618116,7489,792
144,47,449523062,2618117,56310,6506
144,47,449523062,2618119,3258724,18099
144,47,449523062,2618149,4759,1836
144,47,449523062,2720559,330005,69198
144,47,449523062,2720560,554673,102948
144,47,449523062,2721013,331920,18046
144,47,449523062,2721015,1065,916
144,47,449523062,2721016,1423,1257
144,47,449523062,2721125,51,40
144,47,449523062,2721563,2021,473
144,47,449523062,2721641,3358839,21375
144,47,449523062,2721642,24445,708
144,47,449523062,4140136,3967,3538
144,47,449523062,4148497,47170,37128
144,47,449523062,4148981,679248,551578
144,47,449523062,4149127,1057275,757416
144,47,449523062,4149943,160629,138877
144,47,449523062,4225556,6306,4839
144,47,449523062,4295146,764,590
144,47,449523062,4305366,74451,67528
144,47,449523062,35224763,10,10
144,47,449523062,35224764,66,34
144,47,449523062,35224765,30,17
144,47,449523062,35224766,27,21
144,47,449523062,35224767,44,17
144,47,449523062,36713074,292167,111095
144,47,449523062,36713465,83,50
144,47,449523062,36713466,2295,1033
144,47,449523062,37201096,2716,1475
144,47,449523062,37201097,526,227
144,47,449523062,37201101,386,178
144,47,449523062,37201102,425,131
144,47,449523062,37201106,2105,733
144,47,449523062,37201107,1364,475
144,47,449523062,37201111,130,49
144,47,449523062,37201112,162,42
144,47,449523062,38003097,6853,3935
144,47,449523062,38003105,658062,538028
144,47,449523062,38003106,74451,67528
144,47,449523062,38003107,91635,78938
144,47,449523062,38003108,47170,37128
144,47,449523062,38003109,6306,4839
144,47,449523062,38003110,1057275,757416
144,47,449523062,38003111,3967,3538
144,47,449523062,38003112,17301,16529
144,47,449523062,38003113,21186,17393
144,47,449523062,38003380,3389,166
144,47,449523062,38003530,4919,4017
144,47,449523062,40217289,10,6
144,47,449523062,40481392,91635,78938
144,47,449523062,40482735,1039,558
144,47,449523062,40483101,1421,495
144,47,449523062,40483126,1394,364
144,47,449523062,40483521,158230,49584
144,47,449523062,40663853,1580,1517
144,47,449523062,40664882,167,143
144,47,449523062,42539267,156,78
144,47,449523062,42628190,13,12
144,47,449523062,42739011,-5,-5
144,47,449523062,42739013,-5,-5
144,47,449523062,42739014,-5,-5
144,47,449523062,42739550,6484,1162
144,47,449523062,42739551,1279,475
144,47,449523062,42739633,4353,1351
144,47,449523062,42740998,-5,-5
144,47,449523062,43533339,118116,78507
144,47,449523062,43533357,24,24
144,47,449523062,43533364,705,558
144,47,449523062,44786514,51,46
144,47,449523062,44820415,-5,-5
144,47,449523062,44820416,6,-5
144,47,449523062,44820418,-5,-5
144,47,449523062,44821536,61,15
144,47,449523062,44821540,550,231
144,47,449523062,44822689,1037,133
144,47,449523062,44822691,-5,-5
144,47,449523062,44823818,34,16
144,47,449523062,44823819,14,9
144,47,449523062,44823820,86,16
144,47,449523062,44824998,2295,1033
144,47,449523062,44824999,-5,-5
144,47,449523062,44825000,520,232
144,47,449523062,44825001,156,78
144,47,449523062,44825039,39,17
144,47,449523062,44826183,158230,49584
144,47,449523062,44826185,1421,495
144,47,449523062,44827347,21155,3695
144,47,449523062,44828529,6675,1477
144,47,449523062,44828532,144,21
144,47,449523062,44829629,1036,557
144,47,449523062,44829630,41,10
144,47,449523062,44830777,69,25
144,47,449523062,44830780,14,7
144,47,449523062,44831935,-5,-5
144,47,449523062,44831938,-5,-5
144,47,449523062,44833089,292167,111095
144,47,449523062,44834266,-5,-5
144,47,449523062,44834267,258,53
144,47,449523062,44835459,83,50
144,47,449523062,44837806,1137,427
144,47,449523062,44837810,15,9
144,47,449523062,45534446,547,301
144,47,449523062,45534448,315,176
144,47,449523062,45539333,2090,1087
144,47,449523062,45539334,1870,850
144,47,449523062,45539336,199,78
144,47,449523062,45544141,76,31
144,47,449523062,45544142,979,474
144,47,449523062,45544143,103,57
144,47,449523062,45544144,120,47
144,47,449523062,45548967,82,39
144,47,449523062,45553731,1080,542
144,47,449523062,45553733,25,8
144,47,449523062,45563303,52,21
144,47,449523062,45568129,4680,2719
144,47,449523062,45568130,1185,614
144,47,449523062,45577794,125,37
144,47,449523062,45582705,1112,550
144,47,449523062,45587512,410,217
144,47,449523062,45587516,1405,613
144,47,449523062,45587517,276,161
144,47,449523062,45592418,110,63
144,47,449523062,45597180,751,393
144,47,449523062,45597182,585,317
144,47,449523062,45597184,531,312
144,47,449523062,45602021,2696,1326
144,47,449523062,45602022,1195,606
144,47,449523062,45602027,4937,2880
144,47,449523062,45606807,3407,1633
144,47,449523062,45606809,955,500
144,47,449523062,45606810,3204,1891
144,47,449523062,45890698,-5,-5
144,48,449523062,801209,-5,-5
144,48,449523062,2000007,-5,-5
144,48,449523062,2106185,-5,-5
144,48,449523062,42628001,21855,14738
